property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
"4 BHK Flat in Varthur, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-green-edge-signature-varthur-bangalore-east-2345-sq-ft-spid-S88945084,Green Edge Signature,2.12 Crore,"₹9,058 /sqft",Super Built-up area 2345(217.86 sq.m.)Built-up area: 1762 sqft (163.7 sq.m.)Carpet area: 1548 sqft (143.81 sq.m.),4 Bedrooms,3 Bathrooms,3 Balconies,Others,"012, Varthur, Bangalore",4th   of 6 Floors,East,0 to 1 Year Old,"['Vagdevi Vilas School', 'Taj Vivanta', 'Embassy TechVillage', 'Sakra World Hospital', 'Christ University', 'Belandur Road', 'Kempegowda International Airport', 'Vurthur Beach', 'NH 44', 'ABV Stadium', 'Karnataka Golf Association', 'Kundalahalli Metro Station', 'ITPB', 'Fantasy Park', 'Virginia Mall']","Experience the perfect blend of modern luxury and serenity at green edge signature. These thoughtfully designed 2, 3, and 4 bhk homes maximize natural light and ventilation while providing 100 % vaastu compliance. With 76% open space and world-Class amenities, it offers an elite lifestyle in the heart of east bengaluru's booming it corridor.
Project highlightsConfigurations: Spacious 2 bhk (12801435 sq. Ft.), 3 bhk (15251880 sq. Ft.), and 4 bhk (2345 sq. Ft.) units.Premium amenities: Includes a clubhouse, swimming pool with kids' pool, gymnasium, amphitheater, cricket pitch, and a skating rink.Superior construction: Rcc framed structure with high-End finishes like double-Charged vitrified tiles, jaquar sanitary fittings, and engineered hardwood doors.Strategic location: Situated near major it hubs like whitefield and marathahalli, and just minutes from top schools like prodigies international school (5 mins) and healthcare at manipal hospital (8 mins).Rera approved: Prm/ka/rera/1251/446/pr/220424/006831.
Possession: Scheduled for december 2026.",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",S88945084
"2 BHK Flat in Daadys Gaarden Layout, Bommasandra",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-daadys-gaarden-layout-bangalore-south-1134-sq-ft-spid-V90029440,Habulus Sai Nivas,53.5 Lac,"₹4,717 /sqft",Super Built-up area 1134(105.35 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,Others,"Daadys Gaarden Layout, Bommasandra",5th   of 6 Floors,West,0 to 1 Year Old,"['Hebbagodi metro station', 'Bommasandra metro station', 'Huskur road metro station', 'Ganapathi Temple', 'Shri Chappara Vinaayaka Devara Gudi', 'Ebenzerer Chirch', 'Axis bank ATM', 'Canara bank ATM', 'Sri Sai Clinic', 'Goverment Veterinary Clinic', 'Anjaneya Homeo Care', 'Pet Vet Shop', 'Kottakkal Arya Vaidya Shaala', 'Bhumika Hospital', 'Vimalaya Hospital', 'Elite Canals Dental Clinic', 'Svasthir Care Centre', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Sri Saptagiri Clinic', 'Thirumala clinic', 'Sri Sudhindra Sabhangana', 'SLV Medical and Chemist', 'Apollo Pharmacy', 'Indian Oil', 'Priyadarshini Petrol Gas Station', 'Bharat Petroleum', 'South indian bank', 'Cqtholic syrian bank', 'KFC', 'Sunshine', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'Royal South Restaurant', 'Thali', 'Sweet Revenge', 'Meat and Eat', 'Thirumala bar', 'Hotel Prashanth', 'Ritz Electronic City', 'On The Rock Electronic City', 'Urban Herbivore', 'New Punjabi Foodcorner', 'Varvathi', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","This residential flat is west-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1134 sq.Ft. The property is located on the 5th floor of a 6 floors tall building. This is a ready to move project and the property is 0-1 year old. The beautifully designed vitrified flooring enhances the beauty of the flat. Proximity to landmarks like close to metro station, close to school, close to hospital and close to market makes this an ideal property for families. All the modern amenities such as lift(s) and security guard will make life easier for you.",[],"['Security / Fire Alarm', 'Corner Property', 'Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Recently Renovated', 'Security Guard', 'Rain Water Harvesting']","['Connectivity3.9 out of 5', 'Lifestyle3.7 out of 5', 'Safety3.7 out of 5', 'Green Area3.9 out of 5']",V90029440
"2 BHK Flat in K Channasandra, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsr-waterscape-k-channasandra-bangalore-east-1210-sqft-spid-Y89327863,DSR Waterscape,1.15 Crore,"₹9,504 /sqft",Carpet area: 1210 (112.41 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,,"K Channasandra, Bangalore",3rd   of 13 Floors,South-East,1 to 5 Year Old,"['Decathlon Hennur Road', 'Hennur Gardens, Bengaluru', 'National Public School KALKERE', 'Prestige International School', 'Orchids The International Horamavu', 'Paramount Public School', 'VIBGYOR High School, Hennur', 'East Point College', 'Garden City University – Campus', 'Kristu Jayanti College', 'Koshys Multispecialty Hospital', 'Cratis Hospital', 'Prestige Augusta Golf Village', 'Maragondanahalli Lake', 'Kalkere Lake, Bengaluru']","This property faces the south-East direction. The flat is over 1210 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 3rd floor of a 13 floors tall building. This is a ready to move project and the property is 1-5 years old. The beautifully designed vitrified flooring enhances the beauty of the flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gym, club house, park, cctv surveillance, lift(s), maintenance staff and visitor parking. You enjoy a 24*7 access to water in your flat.","['2 Wardrobe', 'Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', 'Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant']","['Connectivity3.7 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area3.8 out of 5']",Y89327863
"3 BHK Flat in Varthur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-candeur-novo-gardenia-varthur-bangalore-east-1770-sq-ft-r4-spid-W82220982,Candeur Novo Gardenia,1.79 Crore,"₹10,112 /sqft",Super Built-up area 1770(164.44 sq.m.)Built-up area: 1277.23 sqft (118.66 sq.m.)Carpet area: 1068.95 sqft (99.31 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,,"202, Varthur, Bangalore",2nd   of 14 Floors,East,0 to 1 Year Old,"['Kadugudi South Metro Station', 'Varthur - Sarjapur Road', 'Nexus Mall Whitefield', 'Belandur Road Railway Station', 'Oakridge International School', 'Electra Prestige Tech Park', 'Brookefield Multi Speciality Hospital', 'Radisson Blu Hotel', 'Azim Premji University', 'Kempegowda International Airport']","Looking for a 3 bhk property for sale in bangalore east? Buy this 3 bhk flat in candeur novo gardenia that is situated in varthur, bangalore east. The flat is east-Facing. The flat occupies a super built up area of 1500 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 6th level of a 14 storey building. As the property is currently under construction , you can expect to get the possession by may 2026. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gym, club house / community center, park, cctv surveillance, lift(s), maintenance staff, visitor parking, shopping centre, water softening plant and security personnel. The housing society ensures a continuous supply of water to your flat from borewell/tank.",[],"['Centrally Air Conditioned', 'Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Piped-gas', 'Recently Renovated']","['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",W82220982
"3 BHK Flat in Whitefield, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-goyal-orchid-platinum-whitefield-bangalore-east-1830-sqft-spid-M90049362,Goyal Orchid Platinum,2.94 Crore,"₹16,065 /sqft",Super Built-up area 1830(170.01 sq.m.)Carpet area: 1231.4 sqft (114.4 sq.m.),3 Bedrooms,3 Bathrooms,2 Balconies,Study Room,"Whitefield, Bangalore",5th   of 13 Floors,,0 to 1 Year Old,"['Manipal Hospital', 'Whitefield (Kadugodi) Metro Station', 'Gopalan International School', 'Brookefield Mall', 'The Zuri Whitefield', 'Bagmane Constellation Business Park', 'Garden City University', 'National Highway 75', 'Bangalore Cant Junction', 'Kempegowda International Airport']","The flat is over 1830 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 5th level of a 13 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified flooring options. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house, lift(s), maintenance staff, visitor parking and park.",[],[],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",M90049362
"3 BHK Flat in Bagalur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mjr-north-park-bagalur-bangalore-north-1556-sqft-spid-L90694098,MJR North Park,1.49 Crore,"₹9,575 /sqft",Super Built-up area 1556(144.56 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,Study Room,"Bagalur, Bangalore",9th   of 22 Floors,North,0 to 1 Year Old,"['SH 104', 'Vikrant Hospital', 'Jawahar Navodaya Vidyalaya', 'CMR University', 'Vidhyanagara Stadium', 'Purvankara Business Park', 'Kempegowda International Airport', 'Chikkajala Metro Station', 'Yelahanka Junction', 'The Galleria Mall']","The flat is north-Facing. Constructed on a super built up area of 1556 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The residential building has 22 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Mjr north park is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, park, cctv surveillance, lift(s), water softening plant and maintenance staff.",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4.3 out of 5']",L90694098
"2 BHK Flat in Electronics City Phase 1, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronics-city-phase-1-bangalore-south-1089-sq-ft-spid-N90026716,Habulus Nest,52.5 Lac,"₹4,820 /sqft",Super Built-up area 1089(101.17 sq.m.),2 Bedrooms,2 Bathrooms,3+ Balconies,Others,"Electronics City Phase 1, Bangalore",1st   of 5 Floors,East,1 to 5 Year Old,"['Devi Temple', 'Karnataka bank ATM', 'Kvb ATM', 'Icici ATM', 'Punjab national bank ATM', 'Srujana Hospital', 'Clinic', 'E-City Family Dental Centre', 'Nayan Dental Clinic', 'Sri Laxmi Hospital', 'Best E City Hospital', 'Royal Dental Clinic', 'NH Narayana municipal clinic', 'Ganesh Medicals', 'Balaji Medical', 'Good Health Pharma', 'Balaji Medicals', 'Euro Kids', 'Karnataka bank', 'State bank of india', 'Icici bank', 'Hdfc bank', 'Vijaya bank', 'Greens bar and restaurant', 'Kritunga', 'Dominos', 'Burger King', 'Mast Kalandar', 'Cafe Neeladri', 'Vyanjan Restaurant', 'Sandesh Sweets and Chats', 'Oasis Bar and Restuarant', 'Moritz restaurant', ""Mamaji's"", 'New Green Leaf Restaurant', 'Mama-G', 'Fusion Meals', 'Eat And Meet', 'She Brews', 'Thalassery Restaurant', 'Beijing Bites', 'U.S. Pizza', 'Ladoos', 'Kaati Zone', 'Sacretis School', 'New Horizon Eng School', 'GHPS', 'GHPS Doddathoguru', 'GHPS Bettadasana Pura', 'Just books library']","This is a east-Facing property. The flat occupies a super built up area of 1089 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and more than 3 balconies. This flat is situated on the 1st floor of this 5 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The well built vitrified flooring enhances the aesthetic appeal of this flat. This residential property is situated near close to metro station, close to school and close to hospital. The society is well equipped with many modern amenities, including lift(s) and security guard.",[],"['Security / Fire Alarm', 'Corner Property', 'Vaastu Compliant', 'Lift(s)', 'Water Storage', 'Recently Renovated', 'Security Guard', 'Rain Water Harvesting']","['Connectivity4.3 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.2 out of 5']",N90026716
"4 BHK Flat in ITPL, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-itpl-bangalore-east-3500-sqft-r1-spid-D87931544,Sobha Habitech,5 Crore,"₹14,285 /sqft",Super Built-up area 3500(325.16 sq.m.)Built-up area: 3000 sqft (278.71 sq.m.)Carpet area: 2400 sqft (222.97 sq.m.),4 Bedrooms,4 Bathrooms,2 Balconies,,"ITPL, Bangalore",14th   of 15 Floors,East,5 to 10 Year Old,"['Channasandra metro station', 'Kadugodi industrial area metro station', 'Whitefield metro station', 'Vallasiddi Vinayaka Temple Chansandra', 'Lady of Lourdes Chruch', 'Sri Sri Sri Muneshwara Swamy Temple', 'Calvary Church', 'Andhra bank ATM', 'Hdfc bank ATM', 'Bhagwan Mahavir Jain Health Center', 'Cure N Care Homoeopathic clinic', 'Avenue Pharma', 'Apollo Pharmacy', 'Icici bank', 'Axis bank', 'Ujjivan small finance bank', 'Bandhan bank', 'Idfc first bank whitefield', 'Hdfc bank', 'Syndicate bank', 'City union bank', 'Manappuram finance bank', 'Adyar Ananda Bhavan', 'Shanmukha Restaurant', 'Cafe Coffee Day', 'Baskin Robbins', 'Chung WAH', 'Khan Saheb', 'Thallasery Restaurant', 'Dosa Time', 'Abhiruchi', 'Om Sai Punjabi Dhaba', 'Bhagini Residency', 'Punjabi Kitchen', 'Indira Canteen', 'Bangalore Mandarin', 'Five Star Chicken', 'Mayuri', 'Chandana Bakery', 'Divine Light Trust For The Blind', 'Whitefield Global School', 'Footprints Preschool and Daycare', 'Apple Kids', 'MVJ College of Engineering', 'Maple Bear Canadian Pre-School', 'Daffodil Pre School', 'Indus Early Learning Centre', 'T.I.M.E Kids', 'Government School', 'St. Thomas School']",Its a 4bhk semi furnished pent house flat available in gated community with all society amenities. Its a east facing unit with 4 toilets and 2 balconies with private terrace and with 2 car parking. The flat is available in 14th floor and the total floors available in 14th floors. Its a 10 years old property.,"['4 Wardrobe', '1 Water Purifier', 'Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', 'Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Power Back-up', 'Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Guard', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house']","['Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",87931544
"3 BHK Flat in Electronics City Phase 1, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronics-city-phase-1-bangalore-south-1359-sqft-spid-M90362328,Habulus Pride,62.51 Lac,"₹4,600 /sqft",Carpet area: 1359 (126.26 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,Others,"Electronics City Phase 1, Bangalore",2nd   of 5 Floors,East,0 to 1 Year Old,"['Punjab national bank ATM', 'Icici ATM', 'Kvb ATM', 'Karnataka bank ATM', 'Citibank ATM', 'Corporation bank ATM', 'Shree Vinayaka Multispeciality Centre', 'E-City Family Dental Centre', 'Wipro First Aid Clinic', 'Srujana Hospital', 'Clinic', 'Dietician Priyanka Khandelwal', 'The Dental Square Multispeciality Clinic', 'Balaji Medical', 'Trust Medicals', 'Wipro EC Bus Stand', 'Vijaya bank', 'Icici bank', 'Hdfc bank', 'State bank of india', 'Karnataka bank', 'Idbi bank', ""Papa John's"", 'Barista', 'She Brews', 'New Green Leaf Restaurant', 'Eat And Meet', 'Mama-G', ""Mamaji's"", 'Oasis Bar and Restuarant', 'Moritz restaurant', 'Sandesh Sweets and Chats', 'Punjabi Dhaba', 'Andhra Mess', 'Bombay Kulfi', 'Cafe Neeladri', 'Kerala Mess', 'Mast Kalandar', 'Burger King', 'Dominos', 'Kritunga', 'Sky Bar', 'KFC', 'Greens bar and restaurant', 'EC1 Canteen', 'Pot Biryani', 'Soul Indian Speciality Svenska', 'Foodware', 'Just books library', 'Wipro isd library']","This property faces the east direction. The flat occupies a carpet area of 1359 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 5 floors and this property is situated on 2nd floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. This residential property is situated near close to metro station, close to school and close to hospital. All the modern amenities such as lift(s) will make life easier for you. The project provides access to clean water through borewell/tank supply.",[],"['Security / Fire Alarm', 'Lift(s)', 'Water Storage']","['Connectivity4.3 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.2 out of 5']",M90362328
"2 BHK Flat in Railwaymen Layout, Thanisandra Main Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-monarch-serenity-railwaymen-layout-bangalore-north-1250-sqft-r3-spid-C85653822,Monarch Serenity,1.1 Crore,"₹8,800 /sqft",Built-up area: 1250 (116.13 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,"Monarch Serenity, Railwaymen Layout, Thanisandra Main Road",14th   of 16 Floors,South,1 to 5 Year Old,"['Sri Shaneeswhara Swamy Devalaya', 'Maha Ganapati Temple', 'Sri Shiva Chamundi Temple', 'Hdfc bank ATM', 'Kotak mahindra bank ATM', 'Axis bank ATM', 'Andhra bank ATM', 'Union bank ATM', 'Icici bank ATM', 'State bank of india ATM', 'Srujan Dental Care', 'Bangalore Prime Hospital', 'Sai Hospital', 'Clubhouse', 'United Pharma', 'Krishna Medicals', 'Ram Medicals', 'Sri Varsha Medicals and General Store', 'Golden Palms Visitors Parking', 'Orchid-tree', 'Bharat Petroleum', 'Bharat Petroleum', 'Shell Petrol Pump', 'Kotak mahindra bank', 'Syndicate bank', 'State bank of india', 'Kotak mahindra bank', 'Icici bank', 'Hotel Sri Durga Darshini', 'Five Star Chicken', 'Karthik Chicken Center', 'Chai Point Juice Corner', 'Arunachalam Hot Chips', 'De Grand', 'Budweiser', 'Chosen Cafe', ""Appam's Bakery and Sweets"", 'Kairali Mess', ""Joicy's Kitchen"", 'Chinese Bowl', 'Cafe Zamorin', 'Coffe Cream Cafe', 'Lassi Store', 'Samar International Islamic School', 'Manasa Public School', 'Srujan Play Home', 'Little Lions', 'TLC Montessori Preschool', 'Tanisandra railway station', 'Tecwink']","This 2 bhk apartment is available for sale in monarch serenity, one of the most prominent projects for flats in railwaymen layout, bangalore north. The flat is facing the south direction. The flat occupies a built up area of 1250 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The residential building has 16 floors in total and the flat for sale is located on the 14th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house / community center, park, cctv surveillance, lift(s), security personnel, maintenance staff and visitor parking. The residents of this project enjoy a 24*7 access to clean water.","['2 Wardrobe', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4 out of 5', 'Lifestyle4 out of 5', 'Safety3.8 out of 5', 'Green Area3.9 out of 5']",C85653822
"3 BHK Flat in Gottigere, Bannerghatta Road",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sipani-pennantia-gottigere-bangalore-south-1981-sq-ft-r1-spid-Z90110668,Sipani Pennantia,2.3 Crore,"₹11,610 /sqft",Super Built-up area 1981(184.04 sq.m.),3 Bedrooms,3 Bathrooms,3 Balconies,,"Gottigere, Bannerghatta Road",7th   of 14 Floors,East,0 to 1 Year Old,"['Royal Meenakshi Mall', 'Vijayashree Hospital', 'Christ University', 'Nice Ring Highway\xa0NH 48', ""St Ann's School"", 'Yelachenahalli Metro Station', 'Unispace - Coworking', 'KSR Bengaluru Railway Station', 'Kempegowda International Airport']","The flat is facing the east direction. The flat occupies a super built up area of 1981 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 7th floor of a 14 floors tall building. This 0-1 year old property is available for immediate possession as the project is ready to move. The well built vitrified flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, fitness centre / gym, club house, cctv surveillance, maintenance staff, visitor parking and park will make life easier for you.",[],[],"['Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",90110668
"3 BHK Flat in Kanakapura Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mantri-serenity-kanakapura-road-bangalore-south-2080-sqft-spid-L90455286,Mantri Serenity,3.15 Crore,"₹15,144 /sqft",Super Built-up area 2080(193.24 sq.m.),3 Bedrooms,4 Bathrooms,2 Balconies,,"Kanakapura Road, Bangalore",12nd   of 21 Floors,North,5 to 10 Year Old,"['Doddakallasandra Metro Station', 'New Divine Public School', 'JV Complex', 'Samastha Hospital', 'Dayananda Sagar University', 'Bengaluru City Railway Station', 'NICE Bangalore Mysore Expressway', 'Kempegowda International Airport']","The flat is north-Facing. Containing 3 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 2080 sq.Ft. The residential building has 21 floors in total and the flat for sale is located on the 12th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Mantri serenity is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, park, shopping centre, grocery shop, lift(s), security guard, maintenance staff and water softening plant.","['3 Wardrobe', 'Fan', '3 Geyser', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant', 'Piped-gas']","['Construction3.9 out of 5', 'Amenities4 out of 5', 'Management3.8 out of 5', 'Connectivity4.2 out of 5', 'Green Area4.2 out of 5']",L90455286
"3 BHK Flat in Bagalur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brigade-el-dorado-bagalur-bangalore-north-1026-sqft-spid-R90058522,Brigade El Dorado,1.05 Crore,"₹10,233 /sqft",Super Built-up area 1026(95.32 sq.m.)Carpet area: 679.3 sqft (63.11 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,,"1154, Bagalur, Bangalore",10th   of 21 Floors,East,1 to 5 Year Old,"['St. Francis School', 'Bhartiya Mall Of Bengaluru', 'Dodjala Railway Station', 'State Highway 104', 'CMR University', 'NRV Hospital', 'Kempegowda International Airport', 'Amada Business Centre', 'Taj Bangalore', 'Bachpan Play School']","This residential flat is east-Facing direction. Constructed on a super built up area of 1026 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 21 floors in total and the flat for sale is located on the 10th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed granite flooring enhances the beauty of the flat. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house, park, shopping centre, lift(s), water softening plant, maintenance staff, visitor parking and security guard.","['3 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Piped-gas']","['Construction3.7 out of 5', 'Amenities4 out of 5', 'Management3.6 out of 5', 'Connectivity3.7 out of 5', 'Green Area4 out of 5']",R90058522
"3 BHK Flat in Kanakapura Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-prestige-falcon-city-kanakapura-road-bangalore-south-1591-sqft-spid-G90073306,Prestige Falcon City,3.25 Crore,"₹20,427 /sqft",Super Built-up area 1591(147.81 sq.m.)Carpet area: 1200 sqft (111.48 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,"Pooja Room,Others","Kanakapura Road, Bangalore",18th   of 31 Floors,North-East,1 to 5 Year Old,"['Forum Mall', 'RMS International School', 'Cura Hospitals', 'Doddakallasandra Metro Station', 'Dayananda Sagar University', 'NH 48', 'KSR Bengaluru City Junction', 'Kempegowda International Airport']",3bhk flat available for sale in prestige falcon city semi furnished north facing 1591sqft 3bhk 3bath room with all amenities price 3.25cr,"['1 Bed', '3 Wardrobe', 'Fan', '1 Stove', 'Light', 'No AC', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction4.3 out of 5', 'Amenities4.3 out of 5', 'Management4.1 out of 5', 'Connectivity4.2 out of 5', 'Green Area4.2 out of 5']",G90073306
"3 BHK Flat in Chandapura, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-imperial-address-chandapura-bangalore-south-4320-sqft-spid-H88271646,The Imperial Address,4.28 Crore,"₹9,606 /sqft",Built-up area: 4320 (401.34 sq.m.),3 Bedrooms,4 Bathrooms,3+ Balconies,,"Chandapura, Bangalore",Ground of 3 Floors,East,0 to 1 Year Old,"['Alliance University', 'New Baldwin International School', 'Anekal Road Railway Station', 'Mazumdar Shaw Medical Center', 'National Highway 948A', 'Hebbagodi Metro Station', 'The Oterra Hotel', 'Kempegowda International Airport']","The flat is east-Facing. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a built up area of 4320 sq.Ft. The residential building has 3 floors in total and the flat for sale is located on the ground floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house and grocery shop.","['1 Water Purifier', 'Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', 'Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']",[],"['Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",H88271646
